poi_id,dedupe_key,name,lon,lat,primary_category,display_priority,quality_score,walk_affinity_hint,drive_affinity_hint,wikipedia_title,short_description,description_map_v1,description_card_v1,description_subcategory_v1,description_confidence_v1,description_basis_v1,address,evidence_sources,preferred_aliases,active_themes,record_origin,source_basis,evidence_strength,description_status,description_method,description_review_status,claim_basis,risk_flags,merged_from,merge_reason
536c0421-d0fd-470c-8d30-8c44c700fd4b,osm:node/6640624216,"Don Diego de Vargas Zapata Luján Ponce de León, El Marques de la Nava de Barcinas",-105.9384552,35.6880048,history,50,90,0.55,0.6,Statue_of_Diego_de_Vargas,Monument or memorial with strong public memory value.,"A public statue within Santa Fe's mapped historic district fabric, useful for reading public memory and commemorative framing in the landscape.",A public statue within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. The source record identifies the work as a statue. It is most useful for reading public memory and commemorative framing in the landscape.,monument_memorial,medium,historic_district|source_artist|wikidata_id|wikipedia_title,,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,historic_district|source_artist|wikidata_id|wikipedia_title,history_sensitivity,,
e2995941-53da-4f98-9664-e3e67e70483f,osm:node/4699143394,Donaciano Vigil House,-105.9465683,35.687288,history,50,90,0.55,0.9,Donaciano_Vigil_House,Historic site with strong local landscape context.,"A historic house on Alto Street within Santa Fe's mapped historic district fabric, with state and national register support, useful for reading domestic architecture and older settlement patterns.",A historic house on Alto Street within Santa Fe's mapped historic district fabric. State and national register records both support its historic standing. The source record identifies it specifically as a historic house. It is most useful for reading domestic architecture and older settlement patterns.,historic_site,high,nrhp|state_register|historic_district|historic_building_status|wikidata_id|wikipedia_title,518 Alto Street,city_gis_historic_building_status|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|historic_district|historic_building_status|wikidata_id|wikipedia_title,history_sensitivity,,
b883ab6b-4607-4e38-ae1f-74f0d00f530c,osm:way/461696666,Georgia O'Keeffe Museum,-105.94117807388015,35.689177331225984,history,50,90,0.75,0.75,Georgia_O'Keeffe_Museum,Museum or interpretive site with clear historical context.,"An art museum or exhibition venue on Johnson Street within Santa Fe's mapped historic district fabric, useful for reading how domestic, civic, or interpretive history has been staged for public reading.","An art museum or exhibition venue on Johnson Street within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. Current tags classify it as an art museum or exhibition venue. It is most useful for reading how domestic, civic, or interpretive history has been staged for public reading.",museum,medium,historic_district|museum_layer|wikidata_id|wikipedia_title,217 Johnson Street,city_gis_historic_districts|city_gis_museums,,,database,osm_overpass|city_gis_historic_districts|city_gis_museums|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|museum_layer|wikidata_id|wikipedia_title,history_sensitivity,,
0c3d479b-bc6c-4635-a8f4-bf6bd4c9b8ba,osm:way/244175262,Loretto Chapel,-105.93754026246555,35.68562239499386,history,50,90,0.75,0.75,Loretto_Chapel,Museum or interpretive site with clear historical context.,"A chapel building now interpreted as a museum on Old Santa Fe Trail within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading how sacred architecture gets re-read through preservation and visitation.",A chapel building now interpreted as a museum on Old Santa Fe Trail within Santa Fe's mapped historic district fabric. City historic-building data marks it as significant. Current tags describe a church or chapel building now visited as a museum. It is most useful for reading how sacred architecture gets re-read through preservation and visitation.,museum,medium,historic_district|historic_building_status|wikidata_id|wikipedia_title,207 Old Santa Fe Trail,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status|wikidata_id|wikipedia_title,history_sensitivity,,
3c6cfb5d-ce8e-48a2-929a-614d7961833d,osm:way/366767547,Museum of Indian Arts and Culture,-105.92484505598091,35.665089003033316,history,50,90,0.75,0.75,Museum_of_Indian_Arts_and_Culture,Museum or interpretive site with clear historical context.,"An art museum or exhibition venue on Camino Lejo within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading how domestic, civic, or interpretive history has been staged for public reading.","An art museum or exhibition venue on Camino Lejo within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. Current tags classify it as an art museum or exhibition venue. It is most useful for reading how domestic, civic, or interpretive history has been staged for public reading.",museum,medium,historic_district|historic_building_status|museum_layer|wikidata_id|wikipedia_title,710 Camino Lejo,city_gis_historic_building_status|city_gis_historic_districts|city_gis_museums,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|city_gis_museums|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status|museum_layer|wikidata_id|wikipedia_title,history_sensitivity,,
1f63c320-9846-4a44-95aa-b120f87ff130,osm:way/370483915,Museum of International Folk Art,-105.92653396509542,35.66405650306922,history,50,90,0.75,0.75,Museum_of_International_Folk_Art,Museum or interpretive site with clear historical context.,"An art museum or exhibition venue on Camino Lejo within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading how domestic, civic, or interpretive history has been staged for public reading.","An art museum or exhibition venue on Camino Lejo within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. Current tags classify it as an art museum or exhibition venue. It is most useful for reading how domestic, civic, or interpretive history has been staged for public reading.",museum,medium,historic_district|historic_building_status|museum_layer|wikidata_id|wikipedia_title,706 Camino Lejo,city_gis_historic_building_status|city_gis_historic_districts|city_gis_museums,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|city_gis_museums|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status|museum_layer|wikidata_id|wikipedia_title,history_sensitivity,,
ded2294a-5d8d-46ed-b534-b4cc523f86f7,osm:way/461776261,New Mexico School for the Arts,-105.94755639661282,35.685334657927925,history,50,90,0.55,0.9,New_Mexico_School_for_the_Arts,former Santa Fe Builders Supply Company Building (SanBusCo),"A historic school building on Montezuma Avenue within Santa Fe's mapped historic district fabric, useful for reading institutional change and adaptive reuse in the urban fabric.",A historic school building on Montezuma Avenue within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. The current source description notes that it is former Santa Fe Builders Supply Company Building (SanBusCo). It is most useful for reading institutional change and adaptive reuse in the urban fabric.,historic_site,high,historic_district|source_description_tag|source_old_name|wikidata_id|wikipedia_title,500 Montezuma Avenue,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,historic_district|source_description_tag|source_old_name|wikidata_id|wikipedia_title,history_sensitivity,,
6ad02156-0b42-425a-95e6-243d2e6413fd,osm:way/310833338,Palace of the Governors,-105.93815261735776,35.68791375490983,history,50,90,0.75,0.75,Palace_of_the_Governors,Museum or interpretive site with clear historical context.,"A historic palace museum on West Palace Avenue within Santa Fe's mapped historic district fabric, with state and national register support, useful for reading how domestic, civic, or interpretive history has been staged for public reading.","A historic palace museum on West Palace Avenue within Santa Fe's mapped historic district fabric. State and national register records both support its historic standing. Current tags classify it specifically as a history museum. It is most useful for reading how domestic, civic, or interpretive history has been staged for public reading.",museum,high,nrhp|state_register|historic_district|museum_layer|wikidata_id|wikipedia_title,105 West Palace Avenue,city_gis_historic_districts|city_gis_museums|nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|city_gis_historic_districts|city_gis_museums|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|historic_district|museum_layer|wikidata_id|wikipedia_title,history_sensitivity,,
58af7a4c-4889-4cb5-b7c2-e03da809349d,osm:way/610351408,Randall Davey House,-105.88853488818577,35.68953923991288,history,50,90,0.55,0.9,Randall_Davey_House,Historic site with strong local landscape context.,"A historic house on Upper Canyon Road in Santa Fe, with state and national register support, useful for reading domestic architecture and older settlement patterns.",A historic house on Upper Canyon Road in Santa Fe. State and national register records both support its historic standing. The source record also points to earlier industrial use as a sawmill. It is most useful for reading domestic architecture and older settlement patterns.,historic_site,high,nrhp|state_register|source_former_use|wikidata_id|wikipedia_title,1800 Upper Canyon Road,nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|source_former_use|wikidata_id|wikipedia_title,history_sensitivity,,
d8d6372d-809a-4a6c-bb75-8331b198fc18,osm:way/473220811,Soldiers' Monument,-105.9385205,35.68742970000001,history,50,90,0.55,0.6,"Soldiers'_Monument_(Santa_Fe,_New_Mexico)",Monument or memorial with strong public memory value.,"A monument or memorial at Santa Fe's Plaza civic core, within a mapped historic district, useful for reading public memory and commemorative framing in the landscape.","A monument or memorial at Santa Fe's Plaza civic core. City mapping places it within a historic district. The current source description notes that it is survey new height, confirm former height. It is most useful for reading public memory and commemorative framing in the landscape.",monument_memorial,high,historic_district|plaza_boundary|source_description_tag|wikidata_id|wikipedia_title,,city_gis_historic_districts|city_gis_plaza_park,,,database,osm_overpass|city_gis_historic_districts|city_gis_plaza_park|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,historic_district|plaza_boundary|source_description_tag|wikidata_id|wikipedia_title,history_sensitivity,,
f629bb7f-f2fa-445e-9f5d-4938b01cab62,osm:way/461965581,Harvey Cornell Rose Park,-105.94614568299764,35.6702819253615,scenic,50,90,0.75,0.6,"Cornell_Park_(parke_sa_Tinipong_Bansa,_New_Mexico)",Landscape access point with ecological or scenic value.,"A park on Galisteo Parkway in Santa Fe, useful for reading everyday open space, terrain, and neighborhood use on the ground.","A park on Galisteo Parkway in Santa Fe. The current record treats it as a park or open-space resource. It is most useful for reading everyday open space, terrain, and neighborhood use on the ground.",trail_river_access,medium,wikidata_id|wikipedia_title,1315 Galisteo Parkway,,,,database,osm_overpass|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,wikidata_id|wikipedia_title,,,
4e7758b8-52c7-4c91-a945-6da9491b8eb4,osm:node/4700306068,El Zaguán,-105.9300183,35.6822575,history,50,87.5,0.55,0.9,El_Zaguan,Also known as the James L. Johnson House & Garden.,"A historic site on Canyon Road within Santa Fe's mapped historic district fabric, with state and national register support, useful for reading older civic and settlement layers in the built environment.",A historic site on Canyon Road within Santa Fe's mapped historic district fabric. State and national register records both support its historic standing. The current source description notes that it is Also known as the James L. Johnson House & Garden. It is most useful for reading older civic and settlement layers in the built environment.,historic_site,high,nrhp|state_register|historic_district|source_description_tag|wikidata_id|wikipedia_title,545 Canyon Road,city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|historic_district|source_description_tag|wikidata_id|wikipedia_title,history_sensitivity,,
257a8ecf-2cb6-4694-ab5d-bd1943880c36,osm:node/13356910850,Nüart Gallery,-105.926434,35.6808643,art,50,85,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,medium,historic_district|wikidata_id,670 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id,medium,generated_draft,deterministic_draft,unreviewed,historic_district|wikidata_id,,,
e17f8a90-9f28-4590-93ba-059f3a3cefe4,osm:node/4576232040,Turner Carroll Gallery,-105.9231417,35.6785849,art,50,85,0.9,0.6,Turner_Carroll_Gallery,Art space with strong corridor-level cultural identity.,"A gallery on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,medium,historic_district|wikidata_id|wikipedia_title,725 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|wikidata_id|wikipedia_title,,,
53298569-1bf8-491b-9f21-2f007a702832,osm:node/4699143393,Digneo-Valdes House,-105.9389193,35.6814179,history,50,85,0.55,0.9,Digneo-Valdes_House,Historic site with strong local landscape context.,"A historic house on Paseo de Peralta within Santa Fe's mapped historic district fabric, with state and national register support, useful for reading domestic architecture and older settlement patterns.",A historic house on Paseo de Peralta within Santa Fe's mapped historic district fabric. State and national register records both support its historic standing. The source record identifies it specifically as a historic house. It is most useful for reading domestic architecture and older settlement patterns.,historic_site,high,nrhp|state_register|historic_district|wikidata_id|wikipedia_title,1231 Paseo de Peralta,city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|historic_district|wikidata_id|wikipedia_title,history_sensitivity,,
62030305-b42f-4cd8-ace8-bdcd3a469020,osm:way/483857409,Grant Avenue,-105.93945625,35.692868000000004,history,50,85,0.55,0.9,,Historic site with strong local landscape context.,"A historic street trace within Santa Fe's mapped historic district fabric, useful for reading older civic and settlement layers in the built environment.",A historic street trace within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading older civic and settlement layers in the built environment. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,historic_site,medium,historic_district|wikidata_id,,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id,medium,generated_draft,deterministic_draft,unreviewed,historic_district|wikidata_id,history_sensitivity,,
f3748036-4f7f-4360-971b-e917948b2225,osm:node/4700306085,Gregorio Crespín House,-105.9390904,35.6839145,history,50,85,0.55,0.9,Gregorio_Crespin_House,Historic site with strong local landscape context.,"A historic house on East de Vargas Street within Santa Fe's mapped historic district fabric, with state and national register support, useful for reading domestic architecture and older settlement patterns.",A historic house on East de Vargas Street within Santa Fe's mapped historic district fabric. State and national register records both support its historic standing. The source record identifies it specifically as a historic house. It is most useful for reading domestic architecture and older settlement patterns.,historic_site,high,nrhp|state_register|historic_district|wikidata_id|wikipedia_title,132 East de Vargas Street,city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|historic_district|wikidata_id|wikipedia_title,history_sensitivity,,
c6f98aaf-23b7-460f-b52b-388a86c11921,osm:way/461700331,Museum of Contemporary Native Arts,-105.9370451992145,35.68705710831424,history,50,85,0.75,0.75,IAIA Museum of Contemporary Native Arts,Museum or interpretive site with clear historical context.,"An art museum or exhibition venue on Cathedral Place within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading how domestic, civic, or interpretive history has been staged for public reading.","An art museum or exhibition venue on Cathedral Place within Santa Fe's mapped historic district fabric. City historic-building data marks it as significant. Current tags classify it as an art museum or exhibition venue. It is most useful for reading how domestic, civic, or interpretive history has been staged for public reading.",museum,medium,historic_district|historic_building_status|museum_layer|wikidata_id|wikipedia_title,108 Cathedral Place,city_gis_historic_building_status|city_gis_historic_districts|city_gis_museums,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|city_gis_museums|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status|museum_layer|wikidata_id|wikipedia_title,history_sensitivity,,
5526e443-2b50-403b-b857-1373ce69c73a,osm:way/457821444,New Mexico History Museum,-105.93801776034176,35.68829117830107,history,50,85,0.75,0.75,New Mexico History Museum,Museum or interpretive site with clear historical context.,"A history museum on Lincoln Avenue within Santa Fe's mapped historic district fabric, useful for reading how domestic, civic, or interpretive history has been staged for public reading.","A history museum on Lincoln Avenue within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. Current tags classify it specifically as a history museum. It is most useful for reading how domestic, civic, or interpretive history has been staged for public reading.",museum,medium,historic_district|museum_layer|wikidata_id|wikipedia_title,113 Lincoln Avenue,city_gis_historic_districts|city_gis_museums,,,database,osm_overpass|city_gis_historic_districts|city_gis_museums|wikidata_id|wikipedia_title,medium,generated_draft,deterministic_draft,unreviewed,historic_district|museum_layer|wikidata_id|wikipedia_title,history_sensitivity,,
ec3e2ab8-b13a-49cc-a672-1448b2eaf0dd,osm:node/4700373855,Ricardo Alarid House,-105.952607,35.6823911,history,50,85,0.55,0.9,"National_Register_of_Historic_Places_listings_in_Santa_Fe_County,_New_Mexico",Historic site with strong local landscape context.,"A historic house on Alarid Street in Santa Fe, with state and national register support, useful for reading domestic architecture and older settlement patterns.",A historic house on Alarid Street in Santa Fe. State and national register records both support its historic standing. The source record identifies it specifically as a historic house. It is most useful for reading domestic architecture and older settlement patterns.,historic_site,high,nrhp|state_register|wikidata_id|wikipedia_title,534 Alarid Street,nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|wikidata_id|wikipedia_title,history_sensitivity,,
5e44cdf3-a12d-4816-af96-20f05a792137,osm:way/340433436,Santa Fe County John Gaw Meem Historic Building,-105.94103743418597,35.68865689843628,history,50,85,0.55,0.9,,site formerly had building that was the residence of Maria Gertrudis Barceló,"A historic site on Grant Avenue within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading older civic and settlement layers in the built environment.",A historic site on Grant Avenue within Santa Fe's mapped historic district fabric. City historic-building data marks it as significant. The current source description notes that it is site formerly had building that was the residence of Maria Gertrudis Barceló. It is most useful for reading older civic and settlement layers in the built environment.,historic_site,high,historic_district|historic_building_status|source_description_tag|source_old_name|wikidata_id,102 Grant Avenue,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|wikidata_id,high,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status|source_description_tag|source_old_name|wikidata_id,history_sensitivity,,
